id,name,species,type1,type2,abilities,hp,defense,spDefense,attack,spAttack,speed,statTotal,eggCycle,catchRate,height,weight,mRatio,fRatio,generation,eggGroup1,eggGroup2,legendary,colour,evolutionLine
292,Shedinja,Shed Pokémon,bug,ghost,['Wonder Guard'],1,45,30,90,30,40,236,3840,45,0.8,1.2,50,50,3,Mineral,,FALSE,brown,144
293,Whismur,Whisper Pokémon,normal,,"['Soundproof', 'Rattled']",64,23,23,51,51,28,240,5120,190,0.6,16.3,50,50,3,Monster,Field,FALSE,pink,145
294,Loudred,Big Voice Pokémon,normal,,"['Soundproof', 'Scrappy']",84,43,43,71,71,48,360,5120,120,1,40.5,50,50,3,Monster,Field,FALSE,blue,145
295,Exploud,Loud Noise Pokémon,normal,,"['Soundproof', 'Scrappy']",104,63,73,91,91,68,490,5120,45,1.5,84,50,50,3,Monster,Field,FALSE,blue,145
296,Makuhita,Guts Pokémon,fighting,,"['Thick Fat', 'Guts', 'Sheer Force']",72,30,30,60,20,25,237,5120,180,1,86.4,75,25,3,Human-Like,,FALSE,yellow,146
297,Hariyama,Arm Thrust Pokémon,fighting,,"['Thick Fat', 'Guts', 'Sheer Force']",144,60,60,120,40,50,474,5120,200,2.3,253.8,75,25,3,Human-Like,,FALSE,brown,146
298,Azurill,Polka Dot Pokémon,normal,fairy,"['Thick Fat', 'Huge Power', 'Sap Sipper']",50,40,40,20,20,20,190,2560,150,0.2,2,25,75,3,Undiscovered,,FALSE,blue,90
299,Nosepass,Compass Pokémon,rock,,"['Sturdy', 'Magnet Pull', 'Sand Force']",30,135,90,45,45,30,375,5120,255,1,97,50,50,3,Mineral,,FALSE,gray,147
300,Skitty,Kitten Pokémon,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",50,45,35,45,35,50,260,3840,255,0.6,11,25,75,3,Field,Fairy,FALSE,pink,148
301,Delcatty,Prim Pokémon,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",70,65,55,65,55,90,400,3840,60,1.1,32.6,25,75,3,Field,Fairy,FALSE,purple,148
302,Sableye,Darkness Pokémon,dark,ghost,"['Keen Eye', 'Stall', 'Prankster']",50,125,115,85,85,20,480,6400,45,0.5,11,50,50,3,Human-Like,,FALSE,purple,149
303,Mawile,Deceiver Pokémon,steel,fairy,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",50,125,95,105,55,50,480,5120,45,0.6,11.5,50,50,3,Field,Fairy,FALSE,black,150
304,Aron,Iron Armor Pokémon,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",50,100,40,70,40,30,330,8960,180,0.4,60,50,50,3,Monster,,FALSE,gray,151
305,Lairon,Iron Armor Pokémon,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",60,140,50,90,50,40,430,8960,90,0.9,120,50,50,3,Monster,,FALSE,gray,151
306,Aggron,Iron Armor Pokémon,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",70,230,80,140,60,50,630,8960,45,2.1,360,50,50,3,Monster,,FALSE,gray,151
307,Meditite,Meditate Pokémon,fighting,psychic,"['Pure Power', 'Telepathy']",30,55,55,40,40,60,280,5120,180,0.6,11.2,50,50,3,Human-Like,,FALSE,blue,152
308,Medicham,Meditate Pokémon,fighting,psychic,"['Pure Power', 'Telepathy']",60,85,85,100,80,100,510,5120,90,1.3,31.5,50,50,3,Human-Like,,FALSE,red,152
309,Electrike,Lightning Pokémon,electric,,"['Static', 'Lightningrod', 'Minus']",40,40,40,45,65,65,295,5120,120,0.6,15.2,50,50,3,Field,,FALSE,green,153
310,Manectric,Discharge Pokémon,electric,,"['Static', 'Lightningrod', 'Minus']",70,80,80,75,135,135,575,5120,45,1.5,40.2,50,50,3,Field,,FALSE,yellow,153
311,Plusle,Cheering Pokémon,electric,,"['Plus', 'Lightningrod']",60,40,75,50,85,95,405,5120,200,0.4,4.2,50,50,3,Fairy,,FALSE,yellow,154
312,Minun,Cheering Pokémon,electric,,"['Minus', 'Volt Absorb']",60,50,85,40,75,95,405,5120,200,0.4,4.2,50,50,3,Fairy,,FALSE,yellow,155
313,Volbeat,Firefly Pokémon,bug,,"['Illuminate', 'Swarm', 'Prankster']",65,75,85,73,47,85,430,3840,150,0.7,17.7,100,0,3,Bug,Human-Like,FALSE,gray,156
314,Illumise,Firefly Pokémon,bug,,"['Oblivious', 'Tinted Lens', 'Prankster']",65,75,85,47,73,85,430,3840,150,0.6,17.7,0,100,3,Bug,Human-Like,FALSE,purple,157
315,Roselia,Thorn Pokémon,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",50,45,80,60,100,65,400,5120,150,0.3,2,50,50,3,Fairy,Grass,FALSE,green,158
316,Gulpin,Stomach Pokémon,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",70,53,53,43,43,40,302,5120,225,0.4,10.3,50,50,3,Amorphous,,FALSE,green,159
317,Swalot,Poison Bag Pokémon,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",100,83,83,73,73,55,467,5120,75,1.7,80,50,50,3,Amorphous,,FALSE,purple,159
318,Carvanha,Savage Pokémon,water,dark,"['Rough Skin', 'Speed Boost']",45,20,20,90,65,65,305,5120,225,0.8,20.8,50,50,3,Water2,,FALSE,red,160
319,Sharpedo,Brutal Pokémon,water,dark,"['Rough Skin', 'Speed Boost']",70,70,65,140,110,105,560,5120,60,1.8,88.8,50,50,3,Water2,,FALSE,blue,160
320,Wailmer,Ball Whale Pokémon,water,,"['Water Veil', 'Oblivious', 'Pressure']",130,35,35,70,70,60,400,10240,125,2,130,50,50,3,Field,Water2,FALSE,blue,161
321,Wailord,Float Whale Pokémon,water,,"['Water Veil', 'Oblivious', 'Pressure']",170,45,45,90,90,60,500,10240,60,14.5,398,50,50,3,Field,Water2,FALSE,blue,161
322,Numel,Numb Pokémon,fire,ground,"['Oblivious', 'Simple', 'Own Tempo']",60,40,45,60,65,35,305,5120,255,0.7,24,50,50,3,Field,,FALSE,yellow,162
323,Camerupt,Eruption Pokémon,fire,ground,"['Magma Armor', 'Solid Rock', 'Anger Point']",70,100,105,120,145,20,560,5120,150,1.9,220,50,50,3,Field,,FALSE,red,162
324,Torkoal,Coal Pokémon,fire,,"['White Smoke', 'Drought', 'Shell Armor']",70,140,70,85,85,20,470,5120,90,0.5,80.4,50,50,3,Field,,FALSE,brown,163
325,Spoink,Bounce Pokémon,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",60,35,80,25,70,60,330,5120,255,0.7,30.6,50,50,3,Field,,FALSE,black,164
326,Grumpig,Manipulate Pokémon,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",80,65,110,45,90,80,470,5120,60,0.9,71.5,50,50,3,Field,,FALSE,purple,164
327,Spinda,Spot Panda Pokémon,normal,,"['Own Tempo', 'Tangled Feet', 'Contrary']",60,60,60,60,60,60,360,3840,255,1.1,5,50,50,3,Field,Human-Like,FALSE,brown,165
328,Trapinch,Ant Pit Pokémon,ground,,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",45,45,45,100,45,10,290,5120,255,0.7,15,50,50,3,Bug,,FALSE,brown,166
329,Vibrava,Vibration Pokémon,ground,dragon,['Levitate'],50,50,50,70,50,70,340,5120,120,1.1,15.3,50,50,3,Bug,,FALSE,green,166
330,Flygon,Mystic Pokémon,ground,dragon,['Levitate'],80,80,80,100,80,100,520,5120,45,2,82,50,50,3,Bug,,FALSE,green,166
331,Cacnea,Cactus Pokémon,grass,,"['Sand Veil', 'Water Absorb']",50,40,40,85,85,35,335,5120,190,0.4,51.3,50,50,3,Grass,Human-Like,FALSE,green,167
332,Cacturne,Scarecrow Pokémon,grass,dark,"['Sand Veil', 'Water Absorb']",70,60,60,115,115,55,475,5120,60,1.3,77.4,50,50,3,Grass,Human-Like,FALSE,green,167
333,Swablu,Cotton Bird Pokémon,normal,flying,"['Natural Cure', 'Cloud Nine']",45,60,75,40,40,50,310,5120,255,0.4,1.2,50,50,3,Flying,Dragon,FALSE,blue,168
334,Altaria,Humming Pokémon,dragon,flying,"['Natural Cure', 'Cloud Nine']",75,110,105,110,110,80,590,5120,45,1.1,20.6,50,50,3,Flying,Dragon,FALSE,blue,168
335,Zangoose,Cat Ferret Pokémon,normal,,"['Immunity', 'Toxic Boost']",73,60,60,115,60,90,458,5120,90,1.3,40.3,50,50,3,Field,,FALSE,white,169
336,Seviper,Fang Snake Pokémon,poison,,"['Shed Skin', 'Infiltrator']",73,60,60,100,100,65,458,5120,90,2.7,52.5,50,50,3,Field,Dragon,FALSE,black,170
337,Lunatone,Meteorite Pokémon,rock,psychic,['Levitate'],90,65,85,55,95,70,460,6400,45,1,168,0,0,3,Mineral,,FALSE,yellow,171
338,Solrock,Meteorite Pokémon,rock,psychic,['Levitate'],90,85,65,95,55,70,460,6400,45,1.2,154,0,0,3,Mineral,,FALSE,red,172
339,Barboach,Whiskers Pokémon,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",50,43,41,48,46,60,288,5120,190,0.4,1.9,50,50,3,Water2,,FALSE,gray,173
340,Whiscash,Whiskers Pokémon,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",110,73,71,78,76,60,468,5120,75,0.9,23.6,50,50,3,Water2,,FALSE,blue,173
341,Corphish,Ruffian Pokémon,water,,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",43,65,35,80,50,35,308,3840,205,0.6,11.5,50,50,3,Water1,Water3,FALSE,red,174
342,Crawdaunt,Rogue Pokémon,water,dark,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",63,85,55,120,90,55,468,3840,155,1.1,32.8,50,50,3,Water1,Water3,FALSE,red,174
343,Baltoy,Clay Doll Pokémon,ground,psychic,['Levitate'],40,55,70,40,40,55,300,5120,255,0.5,21.5,0,0,3,Mineral,,FALSE,brown,175
344,Claydol,Clay Doll Pokémon,ground,psychic,['Levitate'],60,105,120,70,70,75,500,5120,90,1.5,107.9,0,0,3,Mineral,,FALSE,black,175
345,Lileep,Sea Lily Pokémon,rock,grass,"['Suction Cups', 'Storm Drain']",66,77,87,41,61,23,355,7680,45,1,23.8,87.5,12.5,3,Water3,,FALSE,purple,176
346,Cradily,Barnacle Pokémon,rock,grass,"['Suction Cups', 'Storm Drain']",86,97,107,81,81,43,495,7680,45,1.5,60.4,87.5,12.5,3,Water3,,FALSE,green,176
347,Anorith,Old Shrimp Pokémon,rock,bug,"['Battle Armor', 'Swift Swim']",45,50,50,95,40,75,355,7680,45,0.7,12.5,87.5,12.5,3,Water3,,FALSE,gray,177
348,Armaldo,Plate Pokémon,rock,bug,"['Battle Armor', 'Swift Swim']",75,100,80,125,70,45,495,7680,45,1.5,68.2,87.5,12.5,3,Water3,,FALSE,gray,177
349,Feebas,Fish Pokémon,water,,"['Swift Swim', 'Oblivious', 'Adaptability']",20,20,55,15,10,80,200,5120,255,0.6,7.4,50,50,3,Water1,Dragon,FALSE,brown,178
350,Milotic,Tender Pokémon,water,,"['Marvel Scale', 'Competitive', 'Cute Charm']",95,79,125,60,100,81,540,5120,60,6.2,162,50,50,3,Water1,Dragon,FALSE,pink,178
351,Castform,Weather Pokémon,normal,,['Forecast'],70,70,70,70,70,70,420,6400,45,0.3,0.8,50,50,3,Fairy,Amorphous,FALSE,gray,179
352,Kecleon,Color Swap Pokémon,normal,,"['Color Change', 'Protean']",60,70,120,90,60,40,440,5120,200,1,22,50,50,3,Field,,FALSE,green,180
353,Shuppet,Puppet Pokémon,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",44,35,33,75,63,45,295,6400,225,0.6,2.3,50,50,3,Amorphous,,FALSE,black,181
354,Banette,Marionette Pokémon,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",64,75,83,165,93,75,555,6400,45,1.1,12.5,50,50,3,Amorphous,,FALSE,black,181
355,Duskull,Requiem Pokémon,ghost,,"['Levitate', 'Frisk']",20,90,90,40,30,25,295,6400,190,0.8,15,50,50,3,Amorphous,,FALSE,black,182
356,Dusclops,Beckon Pokémon,ghost,,"['Pressure', 'Frisk']",40,130,130,70,60,25,455,6400,90,1.6,30.6,50,50,3,Amorphous,,FALSE,black,182
357,Tropius,Fruit Pokémon,grass,flying,"['Chlorophyll', 'Solar Power', 'Harvest']",99,83,87,68,72,51,460,6400,200,2,100,50,50,3,Monster,Grass,FALSE,green,183
358,Chimecho,Wind Chime Pokémon,psychic,,['Levitate'],75,80,90,50,95,65,455,6400,45,0.6,1,50,50,3,Amorphous,,FALSE,blue,184
359,Absol,Disaster Pokémon,dark,,"['Pressure', 'Super Luck', 'Justified']",65,60,60,150,115,115,565,6400,30,1.2,47,50,50,3,Field,,FALSE,white,185
360,Wynaut,Bright Pokémon,psychic,,"['Shadow Tag', 'Telepathy']",95,48,48,23,23,23,260,5120,125,0.6,14,50,50,3,Undiscovered,,FALSE,blue,100
361,Snorunt,Snow Hat Pokémon,ice,,"['Inner Focus', 'Ice Body', 'Moody']",50,50,50,50,50,50,300,5120,190,0.7,16.8,50,50,3,Fairy,Mineral,FALSE,gray,186
362,Glalie,Face Pokémon,ice,,"['Inner Focus', 'Ice Body', 'Moody']",80,80,80,120,120,100,580,5120,75,1.5,256.5,50,50,3,Fairy,Mineral,FALSE,gray,186
363,Spheal,Clap Pokémon,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",70,50,50,40,55,25,290,5120,255,0.8,39.5,50,50,3,Water1,Field,FALSE,blue,187
364,Sealeo,Ball Roll Pokémon,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",90,70,70,60,75,45,410,5120,120,1.1,87.6,50,50,3,Water1,Field,FALSE,blue,187
365,Walrein,Ice Break Pokémon,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",110,90,90,80,95,65,530,5120,45,1.4,150.6,50,50,3,Water1,Field,FALSE,blue,187
366,Clamperl,Bivalve Pokémon,water,,"['Shell Armor', 'Rattled']",35,85,55,64,74,32,345,5120,255,0.4,52.5,50,50,3,Water1,,FALSE,blue,188
367,Huntail,Deep Sea Pokémon,water,,"['Swift Swim', 'Water Veil']",55,105,75,104,94,52,485,5120,60,1.7,27,50,50,3,Water1,,FALSE,blue,188
368,Gorebyss,South Sea Pokémon,water,,"['Swift Swim', 'Hydration']",55,105,75,84,114,52,485,5120,60,1.8,22.6,50,50,3,Water1,,FALSE,pink,188
369,Relicanth,Longevity Pokémon,water,rock,"['Swift Swim', 'Rock Head', 'Sturdy']",100,130,65,90,45,55,485,10240,25,1,23.4,87.5,12.5,3,Water1,Water2,FALSE,gray,189
370,Luvdisc,Rendezvous Pokémon,water,,"['Swift Swim', 'Hydration']",43,55,65,30,40,97,330,5120,225,0.6,8.7,25,75,3,Water2,,FALSE,pink,190
371,Bagon,Rock Head Pokémon,dragon,,"['Rock Head', 'Sheer Force']",45,60,30,75,40,50,300,10240,45,0.6,42.1,50,50,3,Dragon,,FALSE,blue,191
372,Shelgon,Endurance Pokémon,dragon,,"['Rock Head', 'Overcoat']",65,100,50,95,60,50,420,10240,45,1.1,110.5,50,50,3,Dragon,,FALSE,white,191
373,Salamence,Dragon Pokémon,dragon,flying,"['Intimidate', 'Moxie']",95,130,90,145,120,120,700,10240,45,1.5,102.6,50,50,3,Dragon,,FALSE,blue,191
374,Beldum,Iron Ball Pokémon,steel,psychic,"['Clear Body', 'Light Metal']",40,80,60,55,35,30,300,10240,3,0.6,95.2,100,0,3,Mineral,,FALSE,blue,192
375,Metang,Iron Claw Pokémon,steel,psychic,"['Clear Body', 'Light Metal']",60,100,80,75,55,50,420,10240,3,1.2,202.5,100,0,3,Mineral,,FALSE,blue,192
376,Metagross,Iron Leg Pokémon,steel,psychic,"['Clear Body', 'Light Metal']",80,150,110,145,105,110,700,10240,3,1.6,550,100,0,3,Mineral,,FALSE,blue,192
377,Regirock,Rock Peak Pokémon,rock,,"['Clear Body', 'Sturdy']",80,200,100,100,50,50,580,20480,3,1.7,230,0,0,3,Undiscovered,,TRUE,brown,193
378,Regice,Iceberg Pokémon,ice,,"['Clear Body', 'Ice Body']",80,100,200,50,100,50,580,20480,3,1.8,175,0,0,3,Undiscovered,,TRUE,blue,194
379,Registeel,Iron Pokémon,steel,,"['Clear Body', 'Light Metal']",80,150,150,75,75,50,580,20480,3,1.9,205,0,0,3,Undiscovered,,TRUE,gray,195
380,Latias,Eon Pokémon,dragon,psychic,['Levitate'],80,120,150,100,140,110,700,30720,3,1.4,40,0,100,3,Undiscovered,,TRUE,red,196
381,Latios,Eon Pokémon,dragon,psychic,['Levitate'],80,100,120,130,160,110,700,30720,3,2,60,100,0,3,Undiscovered,,TRUE,blue,197
382,Kyogre,Sea Basin Pokémon,water,,['Drizzle'],100,90,160,150,180,90,770,30720,3,4.5,352,0,0,3,Undiscovered,,TRUE,blue,198
383,Groudon,Continent Pokémon,ground,,['Drought'],100,160,90,180,150,90,770,30720,3,3.5,950,0,0,3,Undiscovered,,TRUE,red,199
384,Rayquaza,Sky High Pokémon,dragon,flying,['Air Lock'],105,100,100,180,180,115,780,30720,45,7,206.5,0,0,3,Undiscovered,,TRUE,green,200
385,Jirachi,Wish Pokémon,steel,psychic,['Serene Grace'],100,100,100,100,100,100,600,30720,3,0.3,1.1,0,0,3,Undiscovered,,TRUE,yellow,201
386,Deoxys,DNA Pokémon,psychic,,['Pressure'],50,90,90,95,95,180,600,30720,3,1.7,60.8,0,0,3,Undiscovered,,TRUE,red,202
387,Turtwig,Tiny Leaf Pokémon,grass,,"['Overgrow', 'Shell Armor']",55,64,55,68,45,31,318,5120,45,0.4,10.2,87.5,12.5,4,Monster,Grass,FALSE,green,203
388,Grotle,Grove Pokémon,grass,,"['Overgrow', 'Shell Armor']",75,85,65,89,55,36,405,5120,45,1.1,97,87.5,12.5,4,Monster,Grass,FALSE,green,203
389,Torterra,Continent Pokémon,grass,ground,"['Overgrow', 'Shell Armor']",95,105,85,109,75,56,525,5120,45,2.2,310,87.5,12.5,4,Monster,Grass,FALSE,green,203
390,Chimchar,Chimp Pokémon,fire,,"['Blaze', 'Iron Fist']",44,44,44,58,58,61,309,5120,45,0.5,6.2,87.5,12.5,4,Field,Human-Like,FALSE,brown,204
391,Monferno,Playful Pokémon,fire,fighting,"['Blaze', 'Iron Fist']",64,52,52,78,78,81,405,5120,45,0.9,22,87.5,12.5,4,Field,Human-Like,FALSE,brown,204
392,Infernape,Flame Pokémon,fire,fighting,"['Blaze', 'Iron Fist']",76,71,71,104,104,108,534,5120,45,1.2,55,87.5,12.5,4,Field,Human-Like,FALSE,brown,204
393,Piplup,Penguin Pokémon,water,,"['Torrent', 'Defiant']",53,53,56,51,61,40,314,5120,45,0.4,5.2,87.5,12.5,4,Water1,Field,FALSE,blue,205
394,Prinplup,Penguin Pokémon,water,,"['Torrent', 'Defiant']",64,68,76,66,81,50,405,5120,45,0.8,23,87.5,12.5,4,Water1,Field,FALSE,blue,205
395,Empoleon,Emperor Pokémon,water,steel,"['Torrent', 'Defiant']",84,88,101,86,111,60,530,5120,45,1.7,84.5,87.5,12.5,4,Water1,Field,FALSE,blue,205
396,Starly,Starling Pokémon,normal,flying,"['Keen Eye', 'Reckless']",40,30,30,55,30,60,245,3840,255,0.3,2,50,50,4,Flying,,FALSE,brown,206
397,Staravia,Starling Pokémon,normal,flying,"['Intimidate', 'Reckless']",55,50,40,75,40,80,340,3840,120,0.6,15.5,50,50,4,Flying,,FALSE,brown,206
398,Staraptor,Predator Pokémon,normal,flying,"['Intimidate', 'Reckless']",85,70,60,120,50,100,485,3840,45,1.2,24.9,50,50,4,Flying,,FALSE,brown,206
399,Bidoof,Plump Mouse Pokémon,normal,,"['Simple', 'Unaware', 'Moody']",59,40,40,45,35,31,250,3840,255,0.5,20,50,50,4,Water1,Field,FALSE,brown,207
400,Bibarel,Beaver Pokémon,normal,water,"['Simple', 'Unaware', 'Moody']",79,60,60,85,55,71,410,3840,127,1,31.5,50,50,4,Water1,Field,FALSE,brown,207
401,Kricketot,Cricket Pokémon,bug,,"['Shed Skin', 'Run Away']",37,41,41,25,25,25,194,3840,255,0.3,2.2,50,50,4,Bug,,FALSE,red,208
402,Kricketune,Cricket Pokémon,bug,,"['Swarm', 'Technician']",77,51,51,85,55,65,384,3840,45,1,25.5,50,50,4,Bug,,FALSE,red,208
403,Shinx,Flash Pokémon,electric,,"['Rivalry', 'Intimidate', 'Guts']",45,34,34,65,40,45,263,5120,235,0.5,9.5,50,50,4,Field,,FALSE,blue,209
404,Luxio,Spark Pokémon,electric,,"['Rivalry', 'Intimidate', 'Guts']",60,49,49,85,60,60,363,5120,120,0.9,30.5,50,50,4,Field,,FALSE,blue,209
405,Luxray,Gleam Eyes Pokémon,electric,,"['Rivalry', 'Intimidate', 'Guts']",80,79,79,120,95,70,523,5120,45,1.4,42,50,50,4,Field,,FALSE,blue,209
406,Budew,Bud Pokémon,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",40,35,70,30,50,55,280,5120,255,0.2,1.2,50,50,4,Undiscovered,,FALSE,green,158
407,Roserade,Bouquet Pokémon,grass,poison,"['Natural Cure', 'Poison Point', 'Technician']",60,65,105,70,125,90,515,5120,75,0.9,14.5,50,50,4,Fairy,Grass,FALSE,green,158
408,Cranidos,Head Butt Pokémon,rock,,"['Mold Breaker', 'Sheer Force']",67,40,30,125,30,58,350,7680,45,0.9,31.5,87.5,12.5,4,Monster,,FALSE,blue,211
409,Rampardos,Head Butt Pokémon,rock,,"['Mold Breaker', 'Sheer Force']",97,60,50,165,65,58,495,7680,45,1.6,102.5,87.5,12.5,4,Monster,,FALSE,blue,211
410,Shieldon,Shield Pokémon,rock,steel,"['Sturdy', 'Soundproof']",30,118,88,42,42,30,350,7680,45,0.5,57,87.5,12.5,4,Monster,,FALSE,gray,212
411,Bastiodon,Shield Pokémon,rock,steel,"['Sturdy', 'Soundproof']",60,168,138,52,47,30,495,7680,45,1.3,149.5,87.5,12.5,4,Monster,,FALSE,gray,212
412,Burmy,Bagworm Pokémon,bug,,"['Shed Skin', 'Overcoat']",40,45,45,29,29,36,224,3840,120,0.2,3.4,50,50,4,Bug,,FALSE,green,213
413,Wormadam,Bagworm Pokémon,bug,grass,"['Anticipation', 'Overcoat']",60,95,95,69,69,36,424,3840,45,0.5,6.5,0,100,4,Bug,,FALSE,green,213
414,Mothim,Moth Pokémon,bug,flying,"['Swarm', 'Tinted Lens']",70,50,50,94,94,66,424,3840,45,0.9,23.3,100,0,4,Bug,,FALSE,yellow,213
415,Combee,Tiny Bee Pokémon,bug,flying,"['Honey Gather', 'Hustle']",30,42,42,30,30,70,244,3840,120,0.3,5.5,100,0,4,Bug,,FALSE,yellow,214
416,Vespiquen,Beehive Pokémon,bug,flying,"['Pressure', 'Unnerve']",70,102,102,80,80,40,474,3840,45,1.2,38.5,100,0,4,Bug,,FALSE,yellow,214
417,Pachirisu,EleSquirrel Pokémon,electric,,"['Run Away', 'Pickup', 'Volt Absorb']",60,70,90,45,45,95,405,2560,200,0.4,3.9,87.5,12.5,4,Field,Fairy,FALSE,white,215
418,Buizel,Sea Weasel Pokémon,water,,"['Swift Swim', 'Water Veil']",55,35,30,65,60,85,330,5120,190,0.7,29.5,0,100,4,Water1,Field,FALSE,brown,216
419,Floatzel,Sea Weasel Pokémon,water,,"['Swift Swim', 'Water Veil']",85,55,50,105,85,115,495,5120,75,1.1,33.5,50,50,4,Water1,Field,FALSE,brown,216
420,Cherubi,Cherry Pokémon,grass,,['Chlorophyll'],45,45,53,35,62,35,275,5120,190,0.4,3.3,50,50,4,Fairy,Grass,FALSE,pink,217
421,Cherrim,Blossom Pokémon,grass,,['Flower Gift'],70,70,78,60,87,85,450,5120,75,0.5,9.3,50,50,4,Fairy,Grass,FALSE,purple,217
422,Shellos,Sea Slug Pokémon,water,,"['Sticky Hold', 'Storm Drain', 'Sand Force']",76,48,62,48,57,34,325,5120,190,0.3,6.3,50,50,4,Water1,Amorphous,FALSE,purple,218
423,Gastrodon,Sea Slug Pokémon,water,ground,"['Sticky Hold', 'Storm Drain', 'Sand Force']",111,68,82,83,92,39,475,5120,75,0.9,29.9,50,50,4,Water1,Amorphous,FALSE,purple,218
424,Ambipom,Long Tail Pokémon,normal,,"['Technician', 'Pickup', 'Skill Link']",75,66,66,100,60,115,482,5120,45,1.2,20.3,50,50,4,Field,,FALSE,purple,93
425,Drifloon,Balloon Pokémon,ghost,flying,"['Aftermath', 'Unburden', 'Flare Boost']",90,34,44,50,60,70,348,7680,125,0.4,1.2,50,50,4,Amorphous,,FALSE,purple,219
426,Drifblim,Blimp Pokémon,ghost,flying,"['Aftermath', 'Unburden', 'Flare Boost']",150,44,54,80,90,80,498,7680,60,1.2,15,50,50,4,Amorphous,,FALSE,purple,219
427,Buneary,Rabbit Pokémon,normal,,"['Run Away', 'Klutz', 'Limber']",55,44,56,66,44,85,350,5120,190,0.4,5.5,50,50,4,Field,Human-Like,FALSE,brown,220
428,Lopunny,Rabbit Pokémon,normal,,"['Cute Charm', 'Klutz', 'Limber']",65,94,96,136,54,135,580,5120,60,1.2,33.3,50,50,4,Field,Human-Like,FALSE,brown,220
429,Mismagius,Magical Pokémon,ghost,,['Levitate'],60,60,105,60,105,105,495,6400,45,0.9,4.4,50,50,4,Amorphous,,FALSE,purple,98
430,Honchkrow,Big Boss Pokémon,dark,flying,"['Insomnia', 'Super Luck', 'Moxie']",100,52,52,125,105,71,505,5120,30,0.9,27.3,50,50,4,Flying,,FALSE,black,97
431,Glameow,Catty Pokémon,normal,,"['Limber', 'Own Tempo', 'Keen Eye']",49,42,37,55,42,85,310,5120,190,0.5,3.9,50,50,4,Field,,FALSE,gray,221
432,Purugly,Tiger Cat Pokémon,normal,,"['Thick Fat', 'Own Tempo', 'Defiant']",71,64,59,82,64,112,452,5120,75,1,43.8,50,50,4,Field,,FALSE,gray,221
433,Chingling,Bell Pokémon,psychic,,['Levitate'],45,50,50,30,65,45,285,6400,120,0.2,0.6,25,75,4,Undiscovered,,FALSE,yellow,184
434,Stunky,Skunk Pokémon,poison,dark,"['Stench', 'Aftermath', 'Keen Eye']",63,47,41,63,41,74,329,5120,225,0.4,19.2,25,75,4,Field,,FALSE,purple,223
435,Skuntank,Skunk Pokémon,poison,dark,"['Stench', 'Aftermath', 'Keen Eye']",103,67,61,93,71,84,479,5120,60,1,38,50,50,4,Field,,FALSE,purple,223
436,Bronzor,Bronze Pokémon,steel,psychic,"['Levitate', 'Heatproof', 'Heavy Metal']",57,86,86,24,24,23,300,5120,255,0.5,60.5,50,50,4,Mineral,,FALSE,green,224
437,Bronzong,Bronze Bell Pokémon,steel,psychic,"['Levitate', 'Heatproof', 'Heavy Metal']",67,116,116,89,79,33,500,5120,90,1.3,187,50,50,4,Mineral,,FALSE,green,224
438,Bonsly,Bonsai Pokémon,rock,,"['Sturdy', 'Rock Head', 'Rattled']",50,95,45,80,10,10,290,5120,255,0.5,15,0,0,4,Undiscovered,,FALSE,brown,91
439,Mime Jr.,Mime Pokémon,psychic,fairy,"['Soundproof', 'Filter', 'Technician']",20,45,90,25,70,60,310,6400,145,0.6,13,0,0,4,Undiscovered,,FALSE,pink,57
440,Happiny,Playhouse Pokémon,normal,,"['Natural Cure', 'Serene Grace', 'Friend Guard']",100,5,65,5,15,30,220,10240,130,0.6,24.4,50,50,4,Undiscovered,,FALSE,pink,51
441,Chatot,Music Note Pokémon,normal,flying,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",76,45,42,65,92,91,411,5120,30,0.5,1.9,50,50,4,Flying,,FALSE,black,228
442,Spiritomb,Forbidden Pokémon,ghost,dark,"['Pressure', 'Infiltrator']",50,108,108,92,92,35,485,7680,100,1,108,0,100,4,Amorphous,,FALSE,purple,229
